,Topic_name,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords
2723,2723,70er/EricClapton\Reconsider-Baby.txt,0.0,0.5364,"love, know, time, heart, want, way, feel, let, tell, life"
2724,2724,70er/EricClapton\Revolution.txt,5.0,0.7239,"get, know, say, good, tell, man, go, way, hey, time"
2725,2725,70er/EricClapton\Ride-The-River.txt,4.0,0.4363,"away, day, go, come, time, run, look, night, like, home"
2726,2726,70er/EricClapton\Riding-With-The-King.txt,5.0,0.2577,"get, know, say, good, tell, man, go, way, hey, time"
2727,2727,70er/EricClapton\Rita-Mae.txt,4.0,0.5062,"away, day, go, come, time, run, look, night, like, home"
2728,2728,70er/EricClapton\River-Of-Tears.txt,4.0,0.664,"away, day, go, come, time, run, look, night, like, home"
2729,2729,70er/EricClapton\River-Runs-Deep.txt,7.0,0.4441,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2730,2730,70er/EricClapton\Rock-And-Roll-Records.txt,6.0,0.3107,"baby, come, want, get, let, wanna, girl, to, love, know"
2731,2731,70er/EricClapton\Rock-Me-Baby.txt,6.0,0.9006,"baby, come, want, get, let, wanna, girl, to, love, know"
2732,2732,70er/EricClapton\Rocking-Chair.txt,4.0,0.5065,"away, day, go, come, time, run, look, night, like, home"
2733,2733,70er/EricClapton\Roll-It-Over.txt,0.0,0.6779,"love, know, time, heart, want, way, feel, let, tell, life"
2734,2734,70er/EricClapton\Roll-It.txt,6.0,0.709,"baby, come, want, get, let, wanna, girl, to, love, know"
2735,2735,70er/EricClapton\Rollin'-And-Tumblin'.txt,4.0,0.4442,"away, day, go, come, time, run, look, night, like, home"
2736,2736,70er/EricClapton\Run-Back-To-Your-Side.txt,4.0,0.4445,"away, day, go, come, time, run, look, night, like, home"
2737,2737,70er/EricClapton\Run-Home-To-Me.txt,4.0,0.6413,"away, day, go, come, time, run, look, night, like, home"
2738,2738,70er/EricClapton\Run-So-Far.txt,4.0,0.608,"away, day, go, come, time, run, look, night, like, home"
2739,2739,70er/EricClapton\Run.txt,5.0,0.4149,"get, know, say, good, tell, man, go, way, hey, time"
2740,2740,70er/EricClapton\Runaway-Train.txt,4.0,0.3697,"away, day, go, come, time, run, look, night, like, home"
2741,2741,70er/EricClapton\Running-On-Faith.txt,0.0,0.6786,"love, know, time, heart, want, way, feel, let, tell, life"
2742,2742,70er/EricClapton\Same-Old-Blues.txt,0.0,0.389,"love, know, time, heart, want, way, feel, let, tell, life"
2743,2743,70er/EricClapton\San-Francisco-Bay-Blues.txt,4.0,0.4617,"away, day, go, come, time, run, look, night, like, home"
2744,2744,70er/EricClapton\Say-What-You-Will.txt,0.0,0.6367,"love, know, time, heart, want, way, feel, let, tell, life"
2745,2745,70er/EricClapton\Second-Nature.txt,0.0,0.4564,"love, know, time, heart, want, way, feel, let, tell, life"
2746,2746,70er/EricClapton\See-What-Love-Can-Do.txt,0.0,0.7061,"love, know, time, heart, want, way, feel, let, tell, life"
2747,2747,70er/EricClapton\Sensitive-Kind.txt,0.0,0.846,"love, know, time, heart, want, way, feel, let, tell, life"
2748,2748,70er/EricClapton\Sentimental-Moments.txt,0.0,0.6693,"love, know, time, heart, want, way, feel, let, tell, life"
2749,2749,70er/EricClapton\Setting-Me-Up.txt,0.0,0.3504,"love, know, time, heart, want, way, feel, let, tell, life"
2750,2750,70er/EricClapton\She's-Gone.txt,4.0,0.6318,"away, day, go, come, time, run, look, night, like, home"
2751,2751,70er/EricClapton\She's-Waiting.txt,0.0,0.5668,"love, know, time, heart, want, way, feel, let, tell, life"
2752,2752,70er/EricClapton\Sick-And-Tired.txt,5.0,0.4113,"get, know, say, good, tell, man, go, way, hey, time"
2753,2753,70er/EricClapton\Sign-Language.txt,3.0,0.4316,"little, man, boy, like, play, old, life, mother, song, sing"
2754,2754,70er/EricClapton\Silent-Night.txt,1.0,0.9832,"la, hear, sing, lord, come, time, people, song, god, world"
2755,2755,70er/EricClapton\Since-You-Said-Goodbye.txt,4.0,0.4852,"away, day, go, come, time, run, look, night, like, home"
2756,2756,70er/EricClapton\Singin'-The-Blues.txt,5.0,0.6671,"get, know, say, good, tell, man, go, way, hey, time"
2757,2757,70er/EricClapton\Sinner's-Prayer.txt,5.0,0.583,"get, know, say, good, tell, man, go, way, hey, time"
2758,2758,70er/EricClapton\Sleeping-In-The-Ground.txt,2.0,0.4435,"to, going, get, got, like, come, right, ready, well, know"
2759,2759,70er/EricClapton\Slow-Down-Linda.txt,5.0,0.5594,"get, know, say, good, tell, man, go, way, hey, time"
2760,2760,70er/EricClapton\Smile.txt,4.0,0.7379,"away, day, go, come, time, run, look, night, like, home"
2761,2761,70er/EricClapton\So-Tired.txt,5.0,0.5053,"get, know, say, good, tell, man, go, way, hey, time"
2762,2762,70er/EricClapton\Somebody's-Knockin'.txt,5.0,0.634,"get, know, say, good, tell, man, go, way, hey, time"
2763,2763,70er/EricClapton\Someday-After-A-While.txt,4.0,0.588,"away, day, go, come, time, run, look, night, like, home"
2764,2764,70er/EricClapton\Someday.txt,4.0,0.5515,"away, day, go, come, time, run, look, night, like, home"
2765,2765,70er/EricClapton\Someone-Like-You.txt,4.0,0.4999,"away, day, go, come, time, run, look, night, like, home"
2766,2766,70er/EricClapton\Something's-Happening.txt,0.0,0.6265,"love, know, time, heart, want, way, feel, let, tell, life"
2767,2767,70er/EricClapton\Something-Special.txt,0.0,0.4987,"love, know, time, heart, want, way, feel, let, tell, life"
2768,2768,70er/EricClapton\Songbird.txt,1.0,0.3795,"la, hear, sing, lord, come, time, people, song, god, world"
2769,2769,70er/EricClapton\Spiral.txt,4.0,0.4935,"away, day, go, come, time, run, look, night, like, home"
2770,2770,70er/EricClapton\Spoonful.txt,3.0,0.7589,"little, man, boy, like, play, old, life, mother, song, sing"
2771,2771,70er/EricClapton\Sporting-Life-Blues.txt,3.0,0.3275,"little, man, boy, like, play, old, life, mother, song, sing"
2772,2772,70er/EricClapton\Stand-And-Deliver.txt,7.0,0.2743,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2773,2773,70er/EricClapton\Standin'-Round-Crying.txt,6.0,0.5737,"baby, come, want, get, let, wanna, girl, to, love, know"
2774,2774,70er/EricClapton\Starbound.txt,7.0,0.5742,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2775,2775,"70er/EricClapton\Stars,-Strays-and-Ashtrays.txt",1.0,0.9708,"la, hear, sing, lord, come, time, people, song, god, world"
2776,2776,70er/EricClapton\Steady-Rollin'-Man.txt,6.0,0.8,"baby, come, want, get, let, wanna, girl, to, love, know"
2777,2777,70er/EricClapton\Still-Got-The-Blues.txt,0.0,0.7993,"love, know, time, heart, want, way, feel, let, tell, life"
2778,2778,70er/EricClapton\Stones-In-My-Passway.txt,5.0,0.3625,"get, know, say, good, tell, man, go, way, hey, time"
2779,2779,70er/EricClapton\Stop-Breakin'-Down-Blues.txt,2.0,0.4431,"to, going, get, got, like, come, right, ready, well, know"
2780,2780,70er/EricClapton\Stormy-Monday.txt,4.0,0.4148,"away, day, go, come, time, run, look, night, like, home"
2781,2781,70er/EricClapton\Strange-Brew.txt,2.0,0.6088,"to, going, get, got, like, come, right, ready, well, know"
2782,2782,70er/EricClapton\Sunshine-Of-Your-Love.txt,4.0,0.6398,"away, day, go, come, time, run, look, night, like, home"
2783,2783,70er/EricClapton\Superman-Inside.txt,0.0,0.5017,"love, know, time, heart, want, way, feel, let, tell, life"
2784,2784,70er/EricClapton\Sweet-Home-Chicago.txt,6.0,0.4251,"baby, come, want, get, let, wanna, girl, to, love, know"
2785,2785,70er/EricClapton\Swing-Low-Sweet-Chariot.txt,1.0,0.3797,"la, hear, sing, lord, come, time, people, song, god, world"
2786,2786,70er/EricClapton\Take-A-Chance.txt,0.0,0.6766,"love, know, time, heart, want, way, feel, let, tell, life"
2787,2787,70er/EricClapton\Take-A-Little-Walk-With-Me.txt,4.0,0.5812,"away, day, go, come, time, run, look, night, like, home"
2788,2788,70er/EricClapton\Tales-Of-Brave-Ulysses.txt,7.0,0.6485,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2789,2789,70er/EricClapton\Tangled-In-Love.txt,0.0,0.433,"love, know, time, heart, want, way, feel, let, tell, life"
2790,2790,70er/EricClapton\Tearing-Us-Apart.txt,0.0,0.8415,"love, know, time, heart, want, way, feel, let, tell, life"
2791,2791,70er/EricClapton\Tears-In-Heaven.txt,0.0,0.809,"love, know, time, heart, want, way, feel, let, tell, life"
2792,2792,70er/EricClapton\Tell-Me-That-You-Love-Me.txt,0.0,0.5915,"love, know, time, heart, want, way, feel, let, tell, life"
2793,2793,70er/EricClapton\Tell-The-Truth.txt,0.0,0.5997,"love, know, time, heart, want, way, feel, let, tell, life"
2794,2794,70er/EricClapton\Ten-Long-Years.txt,6.0,0.329,"baby, come, want, get, let, wanna, girl, to, love, know"
2795,2795,70er/EricClapton\Terraplane-Blues.txt,5.0,0.4933,"get, know, say, good, tell, man, go, way, hey, time"
2796,2796,70er/EricClapton\That's-No-Way-To-Get-Along.txt,5.0,0.5044,"get, know, say, good, tell, man, go, way, hey, time"
2797,2797,70er/EricClapton\The-Core.txt,7.0,0.4604,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2798,2798,70er/EricClapton\The-Folks-Who-Live-On-The-Hill.txt,3.0,0.4211,"little, man, boy, like, play, old, life, mother, song, sing"
2799,2799,70er/EricClapton\The-Old-Man-And-Me.txt,4.0,0.5115,"away, day, go, come, time, run, look, night, like, home"
2800,2800,70er/EricClapton\The-Rebels.txt,2.0,0.7487,"to, going, get, got, like, come, right, ready, well, know"
2801,2801,70er/EricClapton\The-Shape-You're-In.txt,5.0,0.418,"get, know, say, good, tell, man, go, way, hey, time"
2802,2802,70er/EricClapton\The-Sky-Is-Crying.txt,4.0,0.4624,"away, day, go, come, time, run, look, night, like, home"
2803,2803,70er/EricClapton\They're-Red-Hot.txt,5.0,0.561,"get, know, say, good, tell, man, go, way, hey, time"
2804,2804,70er/EricClapton\Third-Degree.txt,5.0,0.8605,"get, know, say, good, tell, man, go, way, hey, time"
2805,2805,70er/EricClapton\This-Has-Gotta-Stop.txt,0.0,0.3397,"love, know, time, heart, want, way, feel, let, tell, life"
2806,2806,70er/EricClapton\Three-Little-Girls.txt,3.0,0.2355,"little, man, boy, like, play, old, life, mother, song, sing"
2807,2807,70er/EricClapton\Three-O'-Clock-Blues.txt,0.0,0.4107,"love, know, time, heart, want, way, feel, let, tell, life"
2808,2808,70er/EricClapton\Till-Your-Well-Runs-Dry.txt,4.0,0.5224,"away, day, go, come, time, run, look, night, like, home"
2809,2809,70er/EricClapton\To-Make-Somebody-Happy.txt,6.0,0.4819,"baby, come, want, get, let, wanna, girl, to, love, know"
2810,2810,70er/EricClapton\Told-You-For-The-Last-Time.txt,0.0,0.4056,"love, know, time, heart, want, way, feel, let, tell, life"
2811,2811,70er/EricClapton\Too-Bad.txt,0.0,0.5903,"love, know, time, heart, want, way, feel, let, tell, life"
2812,2812,70er/EricClapton\Tough-Luck-Blues.txt,5.0,0.5785,"get, know, say, good, tell, man, go, way, hey, time"
2813,2813,70er/EricClapton\Train-To-Nowhere.txt,4.0,0.4096,"away, day, go, come, time, run, look, night, like, home"
2814,2814,70er/EricClapton\Travelin'-Alone.txt,5.0,0.5501,"get, know, say, good, tell, man, go, way, hey, time"
2815,2815,70er/EricClapton\Travelin'-Light.txt,4.0,0.906,"away, day, go, come, time, run, look, night, like, home"
2816,2816,70er/EricClapton\Traveling-Riverside-Blues.txt,5.0,0.5806,"get, know, say, good, tell, man, go, way, hey, time"
2817,2817,70er/EricClapton\Tulsa-Time.txt,5.0,0.4211,"get, know, say, good, tell, man, go, way, hey, time"
2818,2818,70er/EricClapton\Walk-Away.txt,0.0,0.7455,"love, know, time, heart, want, way, feel, let, tell, life"
2819,2819,70er/EricClapton\Walk-Out-In-The-Rain.txt,4.0,0.4958,"away, day, go, come, time, run, look, night, like, home"
2820,2820,70er/EricClapton\Walkin'-Blues.txt,5.0,0.4695,"get, know, say, good, tell, man, go, way, hey, time"
2821,2821,70er/EricClapton\Walkin'-Down-The-Road.txt,5.0,0.613,"get, know, say, good, tell, man, go, way, hey, time"
2822,2822,70er/EricClapton\Wanna-Make-Love-To-You.txt,0.0,0.503,"love, know, time, heart, want, way, feel, let, tell, life"
2823,2823,70er/EricClapton\Watch-Out-For-Lucy.txt,5.0,0.4511,"get, know, say, good, tell, man, go, way, hey, time"
2824,2824,70er/EricClapton\Water-On-The-Ground.txt,7.0,0.4939,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2825,2825,70er/EricClapton\We're-All-The-Way.txt,0.0,0.8856,"love, know, time, heart, want, way, feel, let, tell, life"
2826,2826,70er/EricClapton\We've-Been-Told-(Jesus-Coming-Soon).txt,7.0,0.5077,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2827,2827,70er/EricClapton\Whatcha-Gonna-Do.txt,5.0,0.4315,"get, know, say, good, tell, man, go, way, hey, time"
2828,2828,70er/EricClapton\When-My-Heart-Beats-Like-A-Hammer.txt,6.0,0.4854,"baby, come, want, get, let, wanna, girl, to, love, know"
2829,2829,70er/EricClapton\When-Somebody-Thinks-You're-Wonderful.txt,1.0,0.3926,"la, hear, sing, lord, come, time, people, song, god, world"
2830,2830,70er/EricClapton\When-This-War-Is-Over.txt,2.0,0.3718,"to, going, get, got, like, come, right, ready, well, know"
2831,2831,70er/EricClapton\When-You-Got-A-Good-Friend.txt,5.0,0.4148,"get, know, say, good, tell, man, go, way, hey, time"
2832,2832,70er/EricClapton\White-Christmas.txt,1.0,0.7365,"la, hear, sing, lord, come, time, people, song, god, world"
2833,2833,70er/EricClapton\White-Room.txt,4.0,0.6001,"away, day, go, come, time, run, look, night, like, home"
2834,2834,70er/EricClapton\Who-Am-I-Telling-You.txt,0.0,0.5657,"love, know, time, heart, want, way, feel, let, tell, life"
2835,2835,70er/EricClapton\Willie-And-The-Hand-Jive.txt,5.0,0.5277,"get, know, say, good, tell, man, go, way, hey, time"
2836,2836,70er/EricClapton\Wonderful-Tonight.txt,0.0,0.4302,"love, know, time, heart, want, way, feel, let, tell, life"
2837,2837,70er/EricClapton\Worried-Life-Blues.txt,4.0,0.4532,"away, day, go, come, time, run, look, night, like, home"
2838,2838,70er/EricClapton\Wrapping-Paper.txt,4.0,0.5973,"away, day, go, come, time, run, look, night, like, home"
2839,2839,70er/EricClapton\You-Always-Hurt-The-One-You-Love.txt,0.0,0.6906,"love, know, time, heart, want, way, feel, let, tell, life"
2840,2840,70er/EricClapton\You-Better-Watch-Yourself.txt,2.0,0.4513,"to, going, get, got, like, come, right, ready, well, know"
2841,2841,70er/EricClapton\You-Were-There.txt,7.0,0.3982,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2842,2842,70er/EricClapton\Your-One-And-Only-Man.txt,0.0,0.62,"love, know, time, heart, want, way, feel, let, tell, life"
2843,2843,70er/FiveStairsteps\Ooh-Child.txt,2.0,0.2839,"to, going, get, got, like, come, right, ready, well, know"
2844,2844,70er/FiveStairsteps\You-Waited-Too-Long.txt,0.0,0.671,"love, know, time, heart, want, way, feel, let, tell, life"
2845,2845,70er/GeorgeHarrison\A-Hard-Rain's-Gonna-Fall.txt,3.0,0.3387,"little, man, boy, like, play, old, life, mother, song, sing"
2846,2846,70er/GeorgeHarrison\All-Things-Must-Pass.txt,4.0,0.7458,"away, day, go, come, time, run, look, night, like, home"
2847,2847,70er/GeorgeHarrison\All-Those-Years-Ago.txt,0.0,0.4346,"love, know, time, heart, want, way, feel, let, tell, life"
2848,2848,70er/GeorgeHarrison\Any-Road.txt,4.0,0.4838,"away, day, go, come, time, run, look, night, like, home"
2849,2849,70er/GeorgeHarrison\Apple-Scruffs.txt,0.0,0.4178,"love, know, time, heart, want, way, feel, let, tell, life"
2850,2850,70er/GeorgeHarrison\Art-Of-Dying.txt,7.0,0.5085,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2851,2851,70er/GeorgeHarrison\Awaiting-On-You-All.txt,1.0,0.4966,"la, hear, sing, lord, come, time, people, song, god, world"
2852,2852,70er/GeorgeHarrison\Baby-Don't-Run-Away.txt,4.0,0.3609,"away, day, go, come, time, run, look, night, like, home"
2853,2853,70er/GeorgeHarrison\Ballad-Of-Sir-Frankie-Crisp-(Let-It-Roll).txt,1.0,0.2945,"la, hear, sing, lord, come, time, people, song, god, world"
2854,2854,70er/GeorgeHarrison\Baltimore-Oriole.txt,5.0,0.3006,"get, know, say, good, tell, man, go, way, hey, time"
2855,2855,70er/GeorgeHarrison\Band-Introduction.txt,5.0,0.3307,"get, know, say, good, tell, man, go, way, hey, time"
2856,2856,70er/GeorgeHarrison\Bangla-Desh.txt,0.0,0.4479,"love, know, time, heart, want, way, feel, let, tell, life"
2857,2857,70er/GeorgeHarrison\Be-Here-Now.txt,0.0,0.5416,"love, know, time, heart, want, way, feel, let, tell, life"
2858,2858,70er/GeorgeHarrison\Beautiful-Girl.txt,0.0,0.9791,"love, know, time, heart, want, way, feel, let, tell, life"
2859,2859,70er/GeorgeHarrison\Behind-That-Locked-Door.txt,0.0,0.7268,"love, know, time, heart, want, way, feel, let, tell, life"
2860,2860,70er/GeorgeHarrison\Between-The-Devil-And-The-Deep-Blue-Sea.txt,7.0,0.4366,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2861,2861,70er/GeorgeHarrison\Beware-Of-Darkness.txt,1.0,0.5252,"la, hear, sing, lord, come, time, people, song, god, world"
2862,2862,70er/GeorgeHarrison\Blood-From-A-Clone.txt,5.0,0.2553,"get, know, say, good, tell, man, go, way, hey, time"
2863,2863,70er/GeorgeHarrison\Blow-Away.txt,4.0,0.6592,"away, day, go, come, time, run, look, night, like, home"
2864,2864,70er/GeorgeHarrison\Blowin'-In-The-Wind.txt,1.0,0.7477,"la, hear, sing, lord, come, time, people, song, god, world"
2865,2865,70er/GeorgeHarrison\Brainwashed.txt,1.0,0.4232,"la, hear, sing, lord, come, time, people, song, god, world"
2866,2866,70er/GeorgeHarrison\Breath-Away-From-Heaven.txt,7.0,0.3752,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2867,2867,"70er/GeorgeHarrison\Bye-Bye,-Love.txt",6.0,0.506,"baby, come, want, get, let, wanna, girl, to, love, know"
2868,2868,70er/GeorgeHarrison\Can't-Stop-Thinking-About-You.txt,0.0,0.8145,"love, know, time, heart, want, way, feel, let, tell, life"
2869,2869,70er/GeorgeHarrison\Cheer-Down.txt,4.0,0.4317,"away, day, go, come, time, run, look, night, like, home"
2870,2870,70er/GeorgeHarrison\Circles.txt,4.0,0.754,"away, day, go, come, time, run, look, night, like, home"
2871,2871,70er/GeorgeHarrison\Cloud-Nine.txt,0.0,0.4174,"love, know, time, heart, want, way, feel, let, tell, life"
2872,2872,70er/GeorgeHarrison\Cockamamie-Business.txt,2.0,0.6016,"to, going, get, got, like, come, right, ready, well, know"
2873,2873,70er/GeorgeHarrison\Cosmic-Empire.txt,1.0,0.6472,"la, hear, sing, lord, come, time, people, song, god, world"
2874,2874,70er/GeorgeHarrison\Crackerbox-Palace.txt,0.0,0.586,"love, know, time, heart, want, way, feel, let, tell, life"
2875,2875,70er/GeorgeHarrison\Dark-Horse.txt,5.0,0.3921,"get, know, say, good, tell, man, go, way, hey, time"
2876,2876,70er/GeorgeHarrison\Dark-Sweet-Lady.txt,0.0,0.5748,"love, know, time, heart, want, way, feel, let, tell, life"
2877,2877,70er/GeorgeHarrison\Dear-One.txt,1.0,0.6334,"la, hear, sing, lord, come, time, people, song, god, world"
2878,2878,70er/GeorgeHarrison\Deep-Blue.txt,0.0,0.5391,"love, know, time, heart, want, way, feel, let, tell, life"
2879,2879,70er/GeorgeHarrison\Devil's-Radio.txt,7.0,0.6835,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2880,2880,"70er/GeorgeHarrison\Ding-Dong,-Ding-Dong.txt",4.0,0.5585,"away, day, go, come, time, run, look, night, like, home"
2881,2881,70er/GeorgeHarrison\Don't-Let-Me-Wait-Too-Long.txt,0.0,0.8068,"love, know, time, heart, want, way, feel, let, tell, life"
2882,2882,70er/GeorgeHarrison\Dream-Away.txt,4.0,0.5316,"away, day, go, come, time, run, look, night, like, home"
2883,2883,"70er/GeorgeHarrison\Everybody,-Nobody.txt",5.0,0.4851,"get, know, say, good, tell, man, go, way, hey, time"
2884,2884,70er/GeorgeHarrison\Far-East-Man.txt,0.0,0.6489,"love, know, time, heart, want, way, feel, let, tell, life"
2885,2885,70er/GeorgeHarrison\Faster.txt,0.0,0.3949,"love, know, time, heart, want, way, feel, let, tell, life"
2886,2886,70er/GeorgeHarrison\Fish-On-The-Sand.txt,0.0,0.7958,"love, know, time, heart, want, way, feel, let, tell, life"
2887,2887,70er/GeorgeHarrison\Flying-Hour.txt,4.0,0.3412,"away, day, go, come, time, run, look, night, like, home"
2888,2888,70er/GeorgeHarrison\Give-Me-Love-(Give-Me-Peace-On-Earth).txt,7.0,0.8597,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2889,2889,70er/GeorgeHarrison\Going-Down-To-Golders-Green.txt,4.0,0.443,"away, day, go, come, time, run, look, night, like, home"
2890,2890,70er/GeorgeHarrison\Gone-Troppo.txt,4.0,0.3679,"away, day, go, come, time, run, look, night, like, home"
2891,2891,70er/GeorgeHarrison\Got-My-Mind-Set-On-You.txt,2.0,0.6339,"to, going, get, got, like, come, right, ready, well, know"
2892,2892,70er/GeorgeHarrison\Grey-Cloudy-Lies.txt,0.0,0.5067,"love, know, time, heart, want, way, feel, let, tell, life"
2893,2893,70er/GeorgeHarrison\Hear-Me-Lord.txt,1.0,0.5604,"la, hear, sing, lord, come, time, people, song, god, world"
2894,2894,70er/GeorgeHarrison\Here-Comes-The-Moon.txt,4.0,0.8123,"away, day, go, come, time, run, look, night, like, home"
2895,2895,70er/GeorgeHarrison\Here-Comes-The-Sun.txt,4.0,0.7834,"away, day, go, come, time, run, look, night, like, home"
2896,2896,70er/GeorgeHarrison\His-Name-Is-Legs-(Ladies-And-Gentlemen).txt,2.0,0.3888,"to, going, get, got, like, come, right, ready, well, know"
2897,2897,70er/GeorgeHarrison\Hong-Kong-Blues.txt,5.0,0.3413,"get, know, say, good, tell, man, go, way, hey, time"
2898,2898,70er/GeorgeHarrison\I'd-Have-You-Anytime.txt,0.0,0.6289,"love, know, time, heart, want, way, feel, let, tell, life"
2899,2899,70er/GeorgeHarrison\I-Dig-Love.txt,0.0,0.8801,"love, know, time, heart, want, way, feel, let, tell, life"
2900,2900,70er/GeorgeHarrison\I-Don't-Want-To-Do-It.txt,0.0,0.6887,"love, know, time, heart, want, way, feel, let, tell, life"
2901,2901,70er/GeorgeHarrison\I-Live-For-You.txt,0.0,0.5468,"love, know, time, heart, want, way, feel, let, tell, life"
2902,2902,70er/GeorgeHarrison\I-Really-Love-You.txt,0.0,0.5159,"love, know, time, heart, want, way, feel, let, tell, life"
2903,2903,70er/GeorgeHarrison\If-Not-For-You.txt,4.0,0.3578,"away, day, go, come, time, run, look, night, like, home"
2904,2904,70er/GeorgeHarrison\If-You-Believe.txt,0.0,0.6561,"love, know, time, heart, want, way, feel, let, tell, life"
2905,2905,70er/GeorgeHarrison\In-The-First-Place.txt,0.0,0.5512,"love, know, time, heart, want, way, feel, let, tell, life"
2906,2906,70er/GeorgeHarrison\Isn't-It-A-Pity-(Version-1).txt,0.0,0.9663,"love, know, time, heart, want, way, feel, let, tell, life"
2907,2907,70er/GeorgeHarrison\Isn't-It-A-Pity-(Version-2).txt,0.0,0.8473,"love, know, time, heart, want, way, feel, let, tell, life"
2908,2908,70er/GeorgeHarrison\It's-Johnny's-Birthday.txt,5.0,0.5742,"get, know, say, good, tell, man, go, way, hey, time"
2909,2909,70er/GeorgeHarrison\It's-What-You-Value.txt,2.0,0.5169,"to, going, get, got, like, come, right, ready, well, know"
2910,2910,70er/GeorgeHarrison\It-Don't-Come-Easy.txt,0.0,0.6049,"love, know, time, heart, want, way, feel, let, tell, life"
2911,2911,"70er/GeorgeHarrison\It-Takes-A-Lot-To-Laugh,-It-Takes-A-Train-To-Cry.txt",4.0,0.2895,"away, day, go, come, time, run, look, night, like, home"
2912,2912,70er/GeorgeHarrison\Just-For-Today.txt,0.0,0.5643,"love, know, time, heart, want, way, feel, let, tell, life"
2913,2913,70er/GeorgeHarrison\Just-Like-A-Woman.txt,0.0,0.5435,"love, know, time, heart, want, way, feel, let, tell, life"
2914,2914,70er/GeorgeHarrison\Learning-How-To-Love-You.txt,0.0,0.6913,"love, know, time, heart, want, way, feel, let, tell, life"
2915,2915,70er/GeorgeHarrison\Let-It-Down.txt,0.0,0.584,"love, know, time, heart, want, way, feel, let, tell, life"
2916,2916,70er/GeorgeHarrison\Life-Itself.txt,0.0,0.5431,"love, know, time, heart, want, way, feel, let, tell, life"
2917,2917,70er/GeorgeHarrison\Living-In-The-Material-World.txt,1.0,0.3944,"la, hear, sing, lord, come, time, people, song, god, world"
2918,2918,70er/GeorgeHarrison\Looking-For-My-Life.txt,5.0,0.4925,"get, know, say, good, tell, man, go, way, hey, time"
2919,2919,70er/GeorgeHarrison\Love-Comes-To-Everyone.txt,0.0,0.6059,"love, know, time, heart, want, way, feel, let, tell, life"
2920,2920,70er/GeorgeHarrison\Maya-Love.txt,4.0,0.4821,"away, day, go, come, time, run, look, night, like, home"
2921,2921,70er/GeorgeHarrison\Miss-O'Dell.txt,5.0,0.2912,"get, know, say, good, tell, man, go, way, hey, time"
2922,2922,70er/GeorgeHarrison\Mother-Divine.txt,1.0,0.5323,"la, hear, sing, lord, come, time, people, song, god, world"
2923,2923,70er/GeorgeHarrison\Mr.-Tambourine-Man.txt,7.0,0.2851,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2924,2924,70er/GeorgeHarrison\Mystical-One.txt,7.0,0.3736,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2925,2925,70er/GeorgeHarrison\Never-Get-Over-You.txt,0.0,0.68,"love, know, time, heart, want, way, feel, let, tell, life"
2926,2926,70er/GeorgeHarrison\Not-Guilty.txt,5.0,0.3463,"get, know, say, good, tell, man, go, way, hey, time"
2927,2927,70er/GeorgeHarrison\Nowhere-To-Go.txt,5.0,0.5536,"get, know, say, good, tell, man, go, way, hey, time"
2928,2928,70er/GeorgeHarrison\Ooh-Baby-(You-Know-That-I-Love-You).txt,6.0,0.5467,"baby, come, want, get, let, wanna, girl, to, love, know"
2929,2929,70er/GeorgeHarrison\P2-Vatican-Blues-(Last-Saturday-Night).txt,4.0,0.2294,"away, day, go, come, time, run, look, night, like, home"
2930,2930,70er/GeorgeHarrison\Pisces-Fish.txt,7.0,0.5122,"lie, eye, light, cold, night, burn, die, high, soul, fire"
2931,2931,70er/GeorgeHarrison\Poor-Little-Girl.txt,3.0,0.4635,"little, man, boy, like, play, old, life, mother, song, sing"
2932,2932,70er/GeorgeHarrison\Pure-Smokey.txt,1.0,0.5251,"la, hear, sing, lord, come, time, people, song, god, world"
2933,2933,70er/GeorgeHarrison\Rising-Sun.txt,4.0,0.4607,"away, day, go, come, time, run, look, night, like, home"
2934,2934,70er/GeorgeHarrison\Rocking-Chair-In-Hawaii.txt,4.0,0.3145,"away, day, go, come, time, run, look, night, like, home"
2935,2935,70er/GeorgeHarrison\Run-Of-The-Mill.txt,0.0,0.5531,"love, know, time, heart, want, way, feel, let, tell, life"
2936,2936,70er/GeorgeHarrison\Run-So-Far.txt,4.0,0.7149,"away, day, go, come, time, run, look, night, like, home"
2937,2937,70er/GeorgeHarrison\Save-The-World.txt,2.0,0.4062,"to, going, get, got, like, come, right, ready, well, know"
2938,2938,70er/GeorgeHarrison\See-Yourself.txt,5.0,0.399,"get, know, say, good, tell, man, go, way, hey, time"
